,BDNF_N,pAKT_N,pCREB_N,PKCA_N,pRSK_N,APP_N,MTOR_N,AMPKA_N,pNUMB_N,NUMB_N,pGSK3B_N,CDK5_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,SNCA_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,pCFOS_N,SYP_N,H3AcK18_N
19,0.312479741,0.195786062,0.16191248,0.323824959,0.388006483,0.364343598,0.44165316,0.409562399,0.4273906,0.168971587,0.193864722,0.280445897,0.205263599,0.182549661,0.100578325,0.12672869,0.160841505,0.178610343,0.14231833,0.236191434,0.126812505,0.364428799,0.22864806,0.144162266,0.685692733,0.188165284,0.169139217,0.137066589977228,0.42502724,0.126896321
20,0.319700661,0.206926558,0.174556213,0.337278107,0.403237034,0.382004873,0.482944657,0.416637661,0.432822833,0.166736595,0.186120668,0.261139549,0.188805908,0.182092809,0.110682219,0.133506755,0.147184694,0.195435093,0.131408912,0.224888814,0.123269279,0.386842326,0.227993623,0.132835445,0.702525803,0.179575396,0.14349249,0.11615626976471125,0.439456239,0.117059663
21,0.387750349,0.258500233,0.182114578,0.388448999,0.421052632,0.424778761,0.556823475,0.505356311,0.505822077,0.1732848,0.19159497,0.283256122,0.223472314,0.193470108,0.104897419,0.135120229,0.143613501,0.167218178,0.130266931,0.200419148,0.107875579,0.367196117,0.237480697,0.153540702,0.679020516,0.194352526,0.167879991,0.13981221897299456,0.407346128,0.14802559
22,0.349773756,0.221493213,0.176696833,0.369457014,0.417647059,0.411085973,0.530769231,0.446832579,0.484162896,0.159954879,0.190073322,0.282910321,0.213987592,0.181725888,0.112351946,0.147772138,0.150592217,0.159052453,0.14393683,0.215454033,0.110434292,0.349125776,0.236999436,0.150592217,0.691483362,0.192329385,0.167399887,0.13496757259331477,0.471517202,0.147208122
23,0.308488176,0.216427365,0.168074324,0.327702703,0.404349662,0.378378378,0.505489865,0.406461149,0.421030405,0.15247678,0.18697479,0.280296329,0.186532508,0.166850951,0.1036046,0.121295887,0.145400265,0.153803627,0.129478107,0.216718266,0.118863335,0.366430783,0.231203008,0.142525431,0.683989385,0.181888545,0.155462185,0.1232922827375508,0.444272446,0.134453782
24,0.320852692,0.237769882,0.178190763,0.356654824,0.394643345,0.376878929,0.573927303,0.494124078,0.491117792,0.165345723,0.190762503,0.269062585,0.249931675,0.169171905,0.10426346,0.132959825,0.144438371,0.164252528,0.099754031,0.193222192,0.102896966,0.400792566,0.245285597,0.16602897,0.677234217,0.218912271,0.19363214,0.15239281274449634,0.430308828,0.170811697
25,0.384445147,0.288017705,0.202023396,0.416376857,0.472020234,0.46095479,0.651596586,0.550742966,0.562440721,0.15010917,0.193504367,0.260917031,0.198826419,0.165938865,0.097980349,0.125545852,0.147379913,0.155977074,0.133324236,0.19268559,0.105758734,0.413891921,0.255049127,0.165393013,0.657068777,0.177128821,0.222434498,0.15364164951343956,0.40625,0.167849345
26,0.304278501,0.251660909,0.178049429,0.327664098,0.404996014,0.395163433,0.552218974,0.439808663,0.450969971,0.152730856,0.192989865,0.251126126,0.191722973,0.154279279,0.110078829,0.132460586,0.149774775,0.161317568,0.137528153,0.204673423,0.104448198,0.406109234,0.244650901,0.157657658,0.688344595,0.181869369,0.179757883,0.137498033275713,0.389358108,0.148226351
27,0.29130967,0.215422277,0.1624847,0.309669523,0.366585067,0.365361077,0.564565483,0.486842105,0.480110159,0.156717593,0.17908332,0.239407781,0.211529375,0.155930068,0.075444952,0.113718696,0.106315955,0.142699638,0.117341314,0.162860293,0.090722948,0.372814616,0.245077965,0.172468105,0.620412663,0.225862341,0.196251378,0.16209225579699651,0.411245865,0.155772563
28,0.316055626,0.250632111,0.162136536,0.32806574,0.445006321,0.389380531,0.586599241,0.500316056,0.474399494,0.135913016,0.180364567,0.225135913,0.204349217,0.152542373,0.091461465,0.12120243,0.136552606,0.143428206,0.13559322,0.179245283,0.099456348,0.342500799,0.233290694,0.179724976,0.619923249,0.182283339,0.17396866,0.14508460718119878,0.40821874,0.148704829
29,0.287250384,0.223041475,0.169892473,0.301382488,0.4,0.366513057,0.566513057,0.470660522,0.459293395,0.142459473,0.183887342,0.244309808,0.199115769,0.146880629,0.09317177,0.125102342,0.128377272,0.136400851,0.128541019,0.172588832,0.10119535,0.388570493,0.235467496,0.159325364,0.640412641,0.174553791,0.165875225,0.1363965093372136,0.361061077,0.143278205
30,0.40296215,0.192320351,0.198354361,0.324300603,0.348765771,0.414810752,0.509599561,0.485353812,0.478551838,0.247357675,0.177516214,0.349267355,0.17024982,0.205741052,0.149351429,0.20021619,0.206882056,0.297862119,0.130554888,0.237148691,0.137581071,0.606834014,0.311554168,0.156617824,0.92679558,0.219493154,0.10615770868253334,0.11279301753004156,0.589959164,0.120165746
31,0.401297297,0.192540541,0.205081081,0.324864865,0.351243243,0.41372973,0.516540541,0.496432432,0.478594595,0.255174471,0.177214435,0.354011333,0.166954966,0.215090963,0.143155383,0.197494781,0.212287504,0.305099911,0.133074858,0.238950194,0.139815091,0.617834775,0.334685356,0.166119893,0.933373099,0.229048613,0.11835799977114296,0.12120141688666144,0.600238592,0.125857441
32,0.417958656,0.201012059,0.210594315,0.336024978,0.375107666,0.42118863,0.547911283,0.54543497,0.507859604,0.248361881,0.184331532,0.353776296,0.17547994,0.20841476,0.140878262,0.19628693,0.206288079,0.288309001,0.127370962,0.224106219,0.142200253,0.573514197,0.307793999,0.161800207,0.895160363,0.229796528,0.11328464987422031,0.1205534271300715,0.581733533,0.12283021
33,0.376029022,0.22673364,0.190037673,0.32928701,0.398214037,0.408120553,0.520022325,0.45876936,0.471885029,0.236384885,0.171562135,0.337358785,0.163537203,0.199532528,0.151928321,0.189871445,0.212855473,0.272536034,0.132606155,0.240514219,0.135410986,0.598987145,0.309154655,0.167199065,0.916244644,0.216361511,0.12728583806988006,0.1206411239229982,0.591585508,0.131515388
34,0.381124722,0.22188196,0.198496659,0.33672049,0.372355234,0.415089087,0.528396437,0.469933185,0.486219376,0.229033991,0.176244917,0.351876007,0.173405969,0.212077035,0.148776184,0.196808103,0.211002839,0.264789381,0.140566255,0.185835955,0.133660707,0.587508632,0.316274074,0.182076268,0.92212077,0.228727077,0.13602858568902604,0.12834317321586028,0.583748945,0.135195274
35,0.385842881,0.21685761,0.197081288,0.343426077,0.393889798,0.413120567,0.539689034,0.502318603,0.507092199,0.228912928,0.183145472,0.362735457,0.191239882,0.214917921,0.154020728,0.199182994,0.214615326,0.274982979,0.128375823,0.204251456,0.138134503,0.558438611,0.329525683,0.185490582,0.905060897,0.234359634,0.13702402900123606,0.1281041583060465,0.573795295,0.137983206
36,0.342756775,0.228839077,0.183506189,0.316159251,0.383907661,0.382234861,0.495817999,0.425727668,0.446637671,0.214021772,0.169180066,0.341755718,0.184260461,0.192050335,0.103565365,0.183860981,0.205033457,0.226905023,0.140816938,0.24288425,0.132028363,0.568660741,0.30740038,0.176570458,0.875162289,0.216818136,0.1725248230998327,0.14354544766864039,0.586237891,0.14790772
37,0.357512061,0.232253618,0.19314266,0.339076499,0.403687112,0.408511371,0.528945555,0.448311509,0.477084769,0.21302578,0.167183563,0.348032564,0.181624346,0.198197325,0.143438651,0.189571622,0.204496996,0.23929056,0.142760225,0.226788137,0.127737934,0.540027137,0.342798992,0.18918395,0.846191122,0.226788137,0.16140012117442068,0.1359396183831876,0.559410739,0.153905796
38,0.361935266,0.243256912,0.1908294,0.343391773,0.411496966,0.4045853,0.53927849,0.467127444,0.496797033,0.210957847,0.193016302,0.358830906,0.204591492,0.205170252,0.14642616,0.193112762,0.202855214,0.237387865,0.145075721,0.204012733,0.137069548,0.523198611,0.362207003,0.191280023,0.849040224,0.237870165,0.1689962235095006,0.13931308628208472,0.550400309,0.155107553
39,0.324573226,0.250449236,0.206199461,0.311769991,0.404537287,0.426100629,0.5024708,0.347484277,0.442722372,0.194770897,0.16585237,0.315858973,0.162551169,0.184867292,0.122540605,0.165984418,0.172322725,0.204014261,0.122936749,0.203089925,0.090717021,0.564769576,0.306087416,0.149214314,0.987587482,0.248646507,0.16292262822136372,0.13057191479197516,0.50033012,0.152119371
40,0.338937458,0.251288949,0.204662632,0.317193454,0.413584398,0.404841964,0.513113652,0.379287155,0.445415826,0.19291546,0.175138267,0.327495391,0.162628391,0.180405583,0.128127469,0.182775876,0.174611535,0.230576771,0.138530419,0.207137214,0.105609692,0.553858309,0.324993416,0.161443245,0.961285225,0.262048986,0.1642998663429066,0.1353178994266619,0.51132473,0.159204635
41,0.334286343,0.248955355,0.196613152,0.329228062,0.396745107,0.372773257,0.501869364,0.393226303,0.447327909,0.191151146,0.172340707,0.34560869,0.167704332,0.185190091,0.126506822,0.181083587,0.171678368,0.195522586,0.133925023,0.215127832,0.096569082,0.543780633,0.357928202,0.175519936,0.956285601,0.260564313,0.18198131351634655,0.14590994110907804,0.531196185,0.170883561
42,0.308093995,0.248041775,0.204960836,0.307049608,0.425848564,0.365535248,0.480156658,0.33002611,0.420626632,0.185350529,0.169808201,0.322089947,0.181382275,0.168320106,0.131944444,0.197089947,0.174933862,0.201554233,0.135582011,0.21577381,0.10218254,0.638558201,0.353505291,0.176752646,1.002645503,0.260582011,0.1858504191118776,0.14428194112425163,0.56167328,0.180390212
43,0.326368686,0.266860619,0.206559111,0.316053954,0.426606718,0.355461518,0.494049193,0.372652737,0.45517059,0.183850732,0.169213447,0.325719801,0.17966865,0.160688435,0.131253016,0.172912981,0.168409201,0.196879524,0.134309152,0.193501689,0.094740228,0.637767412,0.327006595,0.183850732,0.944506997,0.255589513,0.19316914265638957,0.15082073227852114,0.549461155,0.183689883
44,0.331942634,0.25684485,0.200521512,0.322033898,0.419035202,0.352542373,0.483181226,0.373663625,0.433376793,0.190674571,0.169524115,0.331998077,0.18170165,0.157827271,0.129626662,0.180740266,0.182663035,0.190514341,0.131869893,0.194520109,0.093574748,0.60390963,0.366768146,0.191956417,0.922768787,0.24515302,0.1911840191075337,0.14696305923226516,0.521871495,0.181381189
45,0.315109108,0.194852941,0.17955408,0.283088235,0.324596774,0.3721537,0.432281784,0.370493359,0.457542694,0.223273207,0.158747617,0.337366183,0.157867723,0.197023024,0.138143423,0.173852471,0.180231706,0.215207508,0.127364716,0.261328641,0.146355771,0.719167033,0.28977856,0.149508726,0.845871829,0.239624578,0.13464196409513235,0.127804663,0.505059393,0.1468294949100119
46,0.333042067,0.206715766,0.189239795,0.296217701,0.333666209,0.392085882,0.46074148,0.402945949,0.481462988,0.217597663,0.158086893,0.323475721,0.163563344,0.194450529,0.136911281,0.172690763,0.178021176,0.220518437,0.127126689,0.266447609,0.148886455,0.697042716,0.317196057,0.157429719,0.865498357,0.232931727,0.14767663549908644,0.130996714,0.497626871,0.1505342294886099
47,0.342568326,0.207412954,0.181579933,0.298390116,0.342693124,0.391364033,0.466242356,0.413078747,0.489579433,0.218307826,0.159688132,0.367239388,0.16250361,0.202570026,0.134709789,0.17412648,0.172754837,0.205457696,0.123881028,0.247256714,0.150736356,0.68697661,0.300750794,0.14719896,0.85034652,0.238160554,0.13496353587419546,0.122870344,0.493719319,0.1279897005329153
48,0.322269638,0.231863442,0.183657342,0.291923502,0.370317686,0.406827881,0.476055002,0.374901217,0.465307413,0.196433301,0.149995586,0.315264412,0.16456255,0.17886466,0.137724022,0.166769665,0.178599806,0.196080162,0.124216474,0.238456785,0.14054913,0.664606692,0.290721285,0.144521939,0.824490156,0.227421206,0.15283118991367015,0.132691798,0.491745387,0.14751676255168683
49,0.316708622,0.221680302,0.175739459,0.294052863,0.362806797,0.391126495,0.472781624,0.398206419,0.471837634,0.202674618,0.158850637,0.323393874,0.166260052,0.193548387,0.142314991,0.176109153,0.185687178,0.208276859,0.13174302,0.251377971,0.141682479,0.72097226,0.311737598,0.167976868,0.860666847,0.238547032,0.15770469796965003,0.14095961,0.497063341,0.16149946115783187
50,0.32354342,0.219399905,0.180346087,0.302428957,0.368153675,0.384187966,0.487061438,0.395935863,0.489125258,0.201415351,0.16231174,0.331700236,0.164942842,0.198512067,0.139539104,0.173561967,0.188985665,0.199872981,0.134549084,0.268463074,0.142533116,0.664217021,0.322355289,0.166213028,0.856741063,0.240518962,0.15648163655907993,0.127290873,0.488568318,0.1452804237083944
51,0.303490436,0.231315322,0.18339578,0.289489253,0.375665549,0.381187143,0.484519819,0.370143956,0.464602642,0.186680589,0.153382063,0.317438218,0.159879336,0.174034111,0.133658197,0.155586495,0.169161156,0.201879568,0.122055923,0.245156051,0.14015547,0.637428936,0.310592876,0.169857292,0.797540318,0.228564799,0.175561209856973,0.132730015,0.479521986,0.1656751146758115
52,0.30297689,0.242068155,0.180963572,0.292792793,0.376811594,0.375636506,0.498237368,0.384841363,0.464943204,0.186184055,0.158977999,0.31996688,0.155665957,0.194582446,0.139105749,0.176129643,0.178613674,0.188549799,0.125621008,0.244144784,0.143245801,0.661580317,0.316181689,0.174000473,0.829548143,0.23456352,0.17367373393850916,0.142772652,0.496806246,0.16644846224542423
53,0.295910494,0.228780864,0.175154321,0.294753086,0.377507716,0.367862654,0.453703704,0.400655864,0.470871914,0.181199236,0.161490683,0.326684185,0.160774009,0.184663163,0.139154324,0.175346393,0.170210225,0.175585284,0.126851409,0.246536073,0.138318204,0.659818442,0.329431438,0.171882465,0.839225991,0.242355471,0.16890336590711663,0.13079312,0.507166746,0.17303847540199196
54,0.296166433,0.239831697,0.184431978,0.290088827,0.384291725,0.384525479,0.502337541,0.38569425,0.467741935,0.162427426,0.155792093,0.319878352,0.158142107,0.167680398,0.140586121,0.156068565,0.165745093,0.188830523,0.132844899,0.247580868,0.13422726,0.623030135,0.303013547,0.170030412,0.801769422,0.227398396,0.1885355552285624,0.143350843,0.494885264,0.1860705091873827
55,0.301080211,0.236497357,0.176281315,0.288899104,0.372098368,0.378763503,0.503332567,0.390025282,0.453918639,0.174596491,0.163087719,0.315087719,0.166035088,0.165473684,0.14077193,0.154245614,0.170245614,0.171649123,0.135719298,0.255578947,0.144701754,0.63522807,0.31522807,0.186526316,0.831719298,0.246315789,0.18809731811144298,0.14877193,0.459087719,0.15059641155463446
56,0.310731821,0.240589198,0.17512275,0.301847089,0.38742109,0.385316811,0.517418751,0.395838204,0.468552724,0.166407245,0.158200085,0.314419131,0.180557521,0.171501344,0.142210273,0.172916372,0.18409509,0.167963775,0.130465544,0.249610867,0.141927268,0.636620914,0.321918777,0.197113344,0.827649639,0.241686713,0.1912075939565926,0.148577897,0.476015282,0.15810917649313522
57,0.322732301,0.255807522,0.192477876,0.303926991,0.403207965,0.396294248,0.538440265,0.449668142,0.499170354,0.144168467,0.154967603,0.337832973,0.165226782,0.127069834,0.14524838,0.143988481,0.156407487,0.153347732,0.12562995,0.248560115,0.130849532,0.602051836,0.308315335,0.181425486,0.786897048,0.244780418,0.21129394952200808,0.157487401,0.506839453,0.17942580277848458
58,0.318987342,0.259353024,0.192123769,0.315893108,0.412939522,0.409845288,0.578902954,0.454852321,0.496202532,0.154181818,0.165636364,0.317818182,0.177636364,0.163272727,0.136363636,0.167272727,0.164727273,0.168,0.136181818,0.282181818,0.137272727,0.650181818,0.334363636,0.199636364,0.808545455,0.251272727,0.21623547458136888,0.168545455,0.483090909,0.19203061014199255
59,0.321250692,0.270060874,0.184560044,0.312396237,0.405921417,0.441615938,0.562534588,0.449363586,0.497786386,0.151748124,0.163646348,0.311184331,0.185246202,0.147904082,0.139117701,0.175178473,0.177558118,0.152663372,0.155775215,0.262127036,0.136371957,0.638843126,0.360973824,0.202269815,0.807065715,0.258282995,0.22119656135973248,0.164195497,0.518945634,0.19055695396018102
60,0.405861767,0.207174103,0.23928259,0.40656168,0.426859143,0.441557305,0.487664042,0.431846019,0.361417323,0.242086039,0.163758117,0.321174919,0.15817776,0.196124188,0.132000812,0.16112013,0.210988231,0.210379464,0.128145292,0.292461445,0.152597403,0.527242289,0.348062094,0.168171672,0.987773945,0.239752435,0.139052354,0.129362825,0.486911526,0.125152192
61,0.388583691,0.223433476,0.221030043,0.396909871,0.409184549,0.437253219,0.472618026,0.429871245,0.360257511,0.242119916,0.169981108,0.320473302,0.161579,0.193347917,0.139007656,0.161529283,0.210798449,0.193397633,0.134582878,0.291488515,0.15188426,0.519787213,0.365118823,0.174704186,0.981654569,0.249030526,0.133787412,0.143084419,0.46783335,0.112856717
62,0.400561453,0.208790245,0.222300202,0.397929643,0.454074919,0.443459953,0.493902974,0.441179051,0.374331082,0.241041688,0.175229636,0.317856061,0.167507823,0.192237812,0.134803674,0.181033613,0.202533562,0.20429999,0.12955486,0.270061573,0.153628747,0.506308671,0.3497527,0.156000808,0.994145554,0.247955991,0.14232361,0.147673362,0.462501262,0.116432825
63,0.348346314,0.205892313,0.194152839,0.385822328,0.4848177,0.407608082,0.466305452,0.391917824,0.345185687,0.208717885,0.153778997,0.299825393,0.144362684,0.176976802,0.11898229,0.163631828,0.195310551,0.194125717,0.119356448,0.276939386,0.134634572,0.526502869,0.31660015,0.145048641,0.970067348,0.233225243,0.133636817,0.121289598,0.479109504,0.10283113
64,0.350050716,0.210526316,0.194297306,0.391524851,0.476501747,0.411360307,0.472331793,0.38994703,0.346556971,0.212714392,0.163062391,0.303007706,0.153740989,0.188105891,0.128635347,0.167971663,0.196992294,0.19711658,0.128635347,0.283370619,0.137211037,0.542567736,0.340355456,0.150944569,0.980797912,0.244469302,0.13335819,0.14261745,0.438354462,0.11061397
65,0.343910042,0.203963483,0.193052772,0.373747495,0.471832554,0.409374304,0.464707192,0.389556892,0.351592073,0.212369598,0.168219076,0.309736711,0.160643318,0.191381023,0.12791853,0.177968207,0.188462494,0.204359165,0.125062096,0.271112767,0.136612022,0.55377546,0.332774466,0.15052161,1.002483855,0.247516145,0.135866865,0.133817685,0.461313959,0.114257327
66,0.311961722,0.22556391,0.190020506,0.334791524,0.485030759,0.379357485,0.448530417,0.361175666,0.334244703,0.178158564,0.149462983,0.273427892,0.143149955,0.16454866,0.113798475,0.155939985,0.182257932,0.173977208,0.115766172,0.267770763,0.114126425,0.52668689,0.306304829,0.138558662,0.932442404,0.223661556,0.14987292,0.116340084,0.443059769,0.115848159
67,0.299947971,0.204604579,0.163891779,0.327783559,0.496097815,0.367976067,0.446540062,0.357310094,0.342741935,0.188215904,0.159373712,0.283971982,0.150144211,0.178986403,0.125587145,0.161104244,0.189287186,0.170333745,0.124927895,0.245076226,0.121302019,0.534569427,0.320148331,0.158714462,0.948825711,0.235929131,0.144128554,0.136959209,0.412937783,0.122043675
68,0.30590604,0.206711409,0.173959732,0.340939597,0.488724832,0.379463087,0.465234899,0.373691275,0.341879195,0.19365106,0.160901248,0.287461261,0.156713293,0.178993216,0.125052349,0.164837926,0.18234358,0.188709272,0.124884831,0.261998492,0.120110562,0.539241142,0.354636067,0.158891029,0.98215931,0.241645029,0.147834827,0.130161655,0.441829299,0.119859285
69,0.266223232,0.215282284,0.147955873,0.288935756,0.463984426,0.329331603,0.43559377,0.328033744,0.325438027,0.168887963,0.139629321,0.256768013,0.129216993,0.152332362,0.111411912,0.158267389,0.172636401,0.164618909,0.10849646,0.246251562,0.106309871,0.529154519,0.311120367,0.150249896,0.895980841,0.228342357,0.144002499,0.121095377,0.37151187,0.103810912
70,0.262430939,0.216769581,0.165420864,0.309554761,0.471075723,0.369028274,0.445726357,0.33279168,0.335229119,0.172708333,0.149166667,0.2634375,0.142708333,0.161875,0.125,0.165416667,0.18,0.165520833,0.121979167,0.232604167,0.103958333,0.529583333,0.331041667,0.1759375,0.921458333,0.24125,0.161145833,0.135520833,0.356979167,0.115104167
71,0.258428805,0.214075286,0.167430442,0.315548282,0.476759411,0.334042553,0.44599018,0.356301146,0.34304419,0.170544268,0.153489841,0.264448889,0.144752079,0.162438151,0.131592799,0.167386041,0.184861564,0.17433414,0.128434572,0.245604801,0.105695336,0.540372671,0.328245078,0.172228656,0.937467102,0.243078219,0.167912412,0.143067691,0.371618065,0.118222971
72,0.261285075,0.216348109,0.135217568,0.282025214,0.461163074,0.353599024,0.465433103,0.354005693,0.349328996,0.153103115,0.099975851,0.244506158,0.13921758,0.072325525,0.067254286,0.100217339,0.099734364,0.096232794,0.08971263,0.138734605,0.073291475,0.352934074,0.207437817,0.109273122,0.577396764,0.162641874,0.107099734,0.092972712,0.273363922,0.079690896
